pessoa;checado;selo;paragrafo;comentario
SIMONE TEBET;não;NA;"Sem dúvida candidata Soraya, valorização do professor é fundamental cuidar de quem cuida, mas é mais do que isso. Ensinar o professor não apenas o que educar e ensinar, mas como educar e ensinar.
Nós vamos atacar o problema desde a primeira infância. Vamos acabar com as mais de duas mil creches que estão paralisadas há há muitos anos. E dinheiro tem do Fundeb que nós dobramos e está fora do teto. Vamos colocar todas as crianças de quatro a cinco dentro das nossas do ensino infantil.
Mas vamos atacar o maior problema que é o ensino médio. O ensino médio técnico profissionalizante sai do papel pra que os nossos jovens possam entrar no mercado de trabalho imediatamente. E pra isso pra que eles não virem nem estuda, nem trabalho. Nós vamos colocar um Poupança Jovem. O nosso jovem vai ganhar o dinheiro todo ano e no final do terceiro ano do ensino médio vai ganhar cinco mil reais pra fazer o que ele quiser, comprar um dar uma entrada numa moto ou num celular mas pra que ele não saia. Porque a educação vai ser prioridade pela primeira vez na história do Brasil. Eu sei porque sou professora, eu sei que só a educação salva.";NA
MEDIADORES;não;NA;Tempo.;NA
SORAYA THRONICKE;não;NA;Sem falar brasileiros do valor da merenda que não foi atualizado. As nossas crianças muitas delas têm somente a merenda escolar pra comer. É triste demais. Nossas crianças sequer, muitas delas, não tem banheiro nas escolas. Então assim, é sério. Estamos vivendo o maior caos já visto na história desse país. Isso tem que mudar. E eu estou aqui pra contar a verdade pra vocês. Porque eu estou aqui dentro, estou nos bastidores e agora eu posso falar.;NA
MEDIADORES;não;NA;Obrigada. Você está acompanhando o primeiro debate entre os candidatos à Presidência da República. Realizado por pool que reúne o grupo Bandeirantes, o jornal Folha de S. Paulo, a TV Cultura e UOL. Essa foi a última resposta do primeiro bloco logo depois do intervalo é a vez de jornalistas das empresas que integram o pool perguntarem aos candidatos. Olho no voto, eleições 2022.;NA
MEDIADORES;não;NA;"Voltamos ao vivo com o primeiro debate das eleições 2022 entre os candidatos à Presidência da República.
O encontro é realizado por um pool que reúne a TV Cultura, o Grupo Bandeirantes, a Folha de São Paulo e o Portal UOL está sendo transmitido pelas principais plataformas digitais e pela Band Internacional.
Estamos ao vivo também no Band News TV e nas rádios Bandeirantes e Band News FM. Neste bloco jornalistas das empresas que integram o pool fazem as perguntas para os candidatos. Pelas regras definidas em comum acordo com os partidos o jornalista escolhe um candidato pra responder e outro para comentar.
Os tempos são os mesmos do confronto anterior, o candidato que responde terá um total de quatro minutos para administrar entre a resposta e a réplica. O comentário será de um minuto.
Eu lembro que a ordem dos jornalistas pra este bloco foi definida em sorteio entre os integrantes do pool e quem faz a primeira pergunta pela Band é o jornalista Rodolfo Schneider. Por favor, Rodolfo, boa noite. Indica quem você vai perguntar e quem comenta.";NA
MEDIADORES;não;NA;Boa noite. Minha pergunta é para o Presidente da República e candidato Jair Bolsonaro. Comentário do ex-presidente da república e candidato Lula. Um dos assuntos mais comentados nesse momento na nossa sala digital em parceria com o Google e YouTube na área de economia é auxílio emergencial. Acho que não se discute mais o que o Brasil precisa de um programa de transferência de renda. Seja auxílio Brasil, Bolsa Família ou nome que for. A minha pergunta é, neste momento aprovada até o final do ano temos o auxílio a 600 reais além de auxílio caminhoneiro e também auxílio taxista. No ano que vem o orçamento prevê 400 reais, porém o presidente Bolsonaro e o ex-presidente já disseram que manteriam a seiscentos reais esse valor. Mas de onde sairá esse dinheiro? Se romperará o teto de gastos? Se retirará dinheiro de outros orçamentos de ministérios? Obrigado, por favor, Bolsonaro presidente da república e ex-presidente Lula.;NA
JAIR BOLSONARO;não;NA;Até o ano passado era de 192 reais em média. Nós passamos pra 400 de forma definitiva, contra o voto do PT na Câmara. Ato contínuo, nós nesse ano, por uma PEC, acrescentamos duzentos reais até o final do ano. Ou seja, no momento, o auxílio Brasil é de 600  reais. E nós vamos manter esse valor a partir do ano que vem. Tá? Logicamente, esse auxílio se aproxima do mínimo necessário pra pessoa sobreviver. Sair da linha da pobreza de forma mais concreta. Onde retirar dinheiro? Tenho acertado com a equipe econômica e conversando com isso dentro da responsabilidade fiscal. Quando, por exemplo, ano passado nós passamos 400 reais ninguém acreditava. Nós conseguimos renegociar os precatórios. Contra o voto do PT na Câmara. Que para o PT quanto pior tiver o povo mais pobre melhor é pra eles fazer política em cima disso. E, obviamente, quando se fala em auxílio emergencial pra comprar alimentos isso tem a ver com a inflação. E nós conseguimos no corrente ano diminuir o teto do ICMS em todo o Brasil. De forma que a gasolina hoje tem estado já está abaixo de cinco reais. Tem estados também que o álcool, o etanol está abaixo de quatro reais. Contra o voto dos senadores do PT lá no Senado Federal. Como conseguir recurso? Não roubando. Não metendo a mão no bolso eh do povo. Que que é não roubar? Estatais por exemplo. Nós podemos estar programado recursos né? Das estatais irem pra esse lado de cá eh do orçamento. Em governos anteriores as estatais davam um lucro muito baixo ou até prejuízo. No nosso governo o lucro está chegando à casa dos 200 bilhões de reais. E nós temos, deixar bem claro, quando se fala em orçamento como um todo, aumentando a arrecadação, diminuindo impostos. Como diminuímos o IPI por decreto. Como temos diminuindo impostos de vários produtos, imposto de importação, vários produtos. Ou seja, é um governo que está agindo na contramão do que sempre fizeram no passado. O outro lado muitas vezes fala em taxar grandes fortunas. Isso faz  com que o capital va embora. Ou seja, o nosso governo tem esse olhar, tem recurso, tem meios e fará com responsabilidade essa manutenção dos 600 reais.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Bom, é importante lembrar que a manutenção dos 600 reais não está na LDO que foi mandada para o Congresso Nacional. Ou seja, significa que existe uma mentira no ar. Não está na LDO a manutenção de seiscentos reais. A segunda coisa que é inverdade é que o PT, já faz dois anos já, que o PT tem reivindicado os seiscentos reais no Bolsa Família. A bancada do PT votou favorável. Porque a bancada do PT acha que o povo tem que receber efetivamente essa essa esse auxílio, mas é preciso que a gente faça essa política concomitante com a política de crescimento econômico. Com a política de geração de emprego, de geração de oportunidade das pessoas. Coisas que não está pensado em nenhum momento. Então o candidato, ele adora citar números absurdos que nem ele acredita e saber o seguinte já vendeu a Eletrobras, já vendeu a BR, está fatiando a Petrobras, privatizou a BR...;NA
MEDIADORES;não;NA;Candidato Bolsonaro, o senhor tem um e trinta pra sua réplica.;NA
JAIR BOLSONARO;não;NA;Olha, o PT foi contra o quatrocentos reais lá atrás, votou sim para de mentir. Está no teu DNA. Mentir e inventar números, né? No corrente ano discursaram contra e votaram a favor. Questão de LDO. Você resolve. Eu tenho contato com liderança da Câmara. Após as eleições podemos fazer algo mais concreto, mais detalhado pra buscar recurso pra pagar os 600 reais. Nós não podemos ser aqui em consequentes. Ficar anunciando, vou dar isso, vou dar aquilo, vou tirar imposto de renda de de professor, não sei o que, só mentira. Tá? O orçamento é outra coisa, temos um teto de gasto. E temos onde tirar recurso. Temos muita coisa planejado nesse tocante. Tenho certeza, os mais pobres, diferentemente do PT lá atrás... por que que o PT lá atrás não não aumentou pagava uma miséria de Bolsa Família? Era uma miséria. Tinha gente que ganhava 80 reais por mês. Família ganhando 80 reais por mês. E nós agora entramos nessa área pra valer. Está preocupado com votos. Apenas votos. Mas nada além disso. Mentindo sobre números. Lembra quando a gente dizia que tinha 25 milhões de criança abandonada no Brasil? E falou isso rindo lá fora do Brasil. Ou seja nós temos ao nosso lado a verdade e a responsabilidade. Nunca tivemos tanto dinheiro de fora do Brasil investido aqui. Inclusive em torno de 20% do nosso PIB. É um governo que está dando certo. A economia está bombando e o Brasil está sendo um exemplo para o mundo nessa área.;NA
MEDIADORES;não;NA;Quem faz a próxima pergunta é a TV Cultura com a jornalista Vera Magalhães. Vera, por favor. Indica quem vai responder a sua pergunta e quem vai comentar, por favor.;NA
MEDIADORES;não;NA;Boa noite a todos. Eu vou fazer uma pergunta ao candidato Ciro Gomes com comentário do candidato Jair Bolsonaro. Candidato Ciro, a cobertura vacinal no Brasil vem despencando nos últimos anos. A cobertura pra vacina tríplice viral que protege contra o sarampo e outras doenças foi de 71%  em 2021 e ainda não chegou a 50%  nesse ano. A da poliomielite que já chegou a ser de 96% em 2012 e caiu a índices um pouco superiores a 67%. Queria saber do senhor em que medida o senhor acha que a desinformação sobre vacinas difundida inclusive pelo presidente da república pode ter contribuído além de agravar a pandemia de covid-19 e causar mortes que poderiam ter sido evitadas, também pra desacreditar a população quanto à eficácia das vacinas em geral. E qual é a sua proposta pra recuperar o plano nacional de imunização que já foi um orgulho nacional e uma referência pro mundo?;NA
CIRO GOMES;não;NA;Vera, se você olhar o Brasil, tudo está fora do lugar. Mas é tudo mesmo está fora do lugar. É uma coisa que me choca ouvir o ouvir o presidente Bolsonaro dizer que a economia está bombando. Hoje no Brasil, meu irmão, vamos lá, eu eu me emociono e e quero segurar aqui a minha indignação. Mas espera um pouquinho. Sabe entre desalento, cinco milhões de brasileiros desistiram de procurar emprego. Entre desemprego aberto, que é o brasileiro que está indo de porta em porta todo dia de manhã pulando a catraca do ônibus porque não tem dinheiro pra pagar passagem, sabe? E o trocador deixa e volta pra casa com a boca amarga. Não, não tem vaga, não tem vaga. Lá se vão mais 10 milhões de brasileiros. Mas o que mais está me chocando e vendo esse nível de alienação e de ódio, de de coisas assim. Mentira pra cá, mentira pra lá. Isso é o Brasil que essa gente está produzindo. Dividindo a nossa nação. Eu quero reconciliar. Mas espera um pouquinho. Quase 50 milhões de pessoas não estão nos ouvindo nesse debate. Essa é a minha contradição. Eu falo por eles, mas eles estão aí esfolado vivendo na informalidade mas vil. Sabe o que é informalidade? Eu vou repetir pra quem endureceu e embruteceu o coração. Informalidade é uma jornada semanal de 50, 60 horas semanais. Sem o descanso remunerado semanal pra ir pro templo agradecer à Deus ou pedir luz, sabe? Sem férias, sem décimo terceiro, a saúde mental do nosso povo, Vera. Está se deteriorando do jeito. Nunca se pediu tanto da rede de atenção psicossocial remédios. Sabe? Remédio pra dormir, remédio pra nervo. Mas sabe o que que nós estamos produzindo? Cinquenta milhões de brasileiros em números redondos vão envelhecer daqui 15, 20 anos, Soraya, senadora, e não vão ter cobertura, aposentadoria nenhuma. E aí vamos lá, vacina. Isso é o trivial. Eu fui governador, fui prefeito de uma capital. Nossa meta era cumprir 100% da vacinação e ganhamos prêmios internacionais. Fui ganhar o prêmio de combate à mortalidade infantil. Um dos na na ONU. Um dos elementos foi que nós cobrimos cem por cento da população do Ceará. Havia campanha, esclarecimento, a vacina estava no tempo e na hora bem acondicionado, bem transportado, era uma grande mutirão, sumiu tudo isso. É o desastre brasileiro por onde você queira considerar.;NA
JAIR BOLSONARO;não;NA;Vera, não podia esperar outra coisa de você. Você eu acho que você dorme pensando em mim. Você tem alguma paixão por mim. Você não pode tomar partido num debate como esse. Fazer acusações mentirosas ao meu respeito. Você é uma vergonha pro jornalismo brasileiro. Mas tudo bem. Não pedi a tua opinião. Não pedi tua opinião.;NA
JAIR BOLSONARO;sim;não é bem assim;A senhora [Tebet] falou uma frase lá na CPI, o seguinte, frase tua: ‘Não é porque houve malversação de dinheiro público que devemos investigar’;Bolsonaro distorce uma fala da senadora e candidata do MDB feita no dia 4 de maio de 2021 na CPI da Covid-19. Na ocasião, ela defendia que, segundo o regimento do Senado, governadores só poderiam ser investigados na comissão se indícios apontassem envolvimento de autoridades da União. “Não é porque o recurso é federal e foi repassado para estados e houve malversação do dinheiro público que ele [governador] pode ou deve ser investigado por esta comissão — isso é uma atribuição, uma decisão, obviamente, colegiada do plenário —, mas, única e exclusivamente, de acordo com a Constituição, se os recursos federais, quando repassados e mal utilizados, tiverem de alguma forma autoridade federal envolvida. Mas essa é uma questão que vai ser decidida pelos membros desta comissão”, disse a senadora. Este entendimento foi confirmado pela ministra do STF (Supremo Tribunal Federal) Rosa Weber, que suspendeu a convocação de governadores à CPI.
MEDIADORES;não;NA;Por favor, candidatos.;NA
JAIR BOLSONARO;não;NA;Já está apelando. Já está apelando. A senhora falou uma frase lá na CPI o seguinte, frase tua. Não é porque houve malversação de dinheiro público que devemos investigar. A senhora foi conivente com a corrupção na CPI. Não achou nada contra mim e escondeu o Carlos Gabas. E escondeu o Carlos Gabas. Que desviou 50 milhões de reais e não foi investigado pela CPI. A senhora é uma vergonha no Senado Federal e não estou atacando mulheres não. Não venha com essa historinha atacar mulher. De se vitimizar. Vera, você realmente foi fantástica, né? Deu oportunidade pra falar um pouco de verdade sobre você.;NA
MEDIADORES;não;NA;Candidato Ciro. Sua réplica. Pedido de direito de resposta.;NA
CIRO GOMES;não;NA;Eu quero reconciliar o Brasil. Enquanto persistir esse nível de agressividade, sabe, de PT. Ainda agora eu vim entrando aqui na Bandeirantes estava lá a turma do PT batendo no carro, atravessando bandeira, eu conheço isso. Isso vai produzir coisas que o Brasil não merece e nós precisamos restaurar a paz, reconciliar o Brasil ao redor de um novo e generoso projeto nacional de desenvolvimento que mude esse modelo econômico. Brigam pra valer, mas patrocinam o mesmo modelo econômico. Brigam pra valer, mas patrocinam o mesmo modelo de governança política em que a corrupção e a fisiologia são o centro do modelo de organização da política brasileira esses últimos 30 anos. Mudar o Brasil significa, vamos devolver a condição que nós sabemos fazer. O Brasil era mencionado como exemplo em cobertura vacinal. A vacina está aí tecnologicamente dominada. Mas, infelizmente, nós vimos propaganda contra a vacina. Disputa politiqueira com quem é o pai da vacina. Propina na compra de vacina. Isso é onde nós estamos. Muito próximo do fundo do poço. Eu tenho pedido a Deus, meu irmão. Tenho pedido a Deus. Eu tenho vontade assim, sabe? De me conectar com o seu coração. Pra que a gente bote a mão na cabeça e pare um pouquinho pra pensar. A ciência da insanidade é repetir o passado e achar que vai ter resultado diferente. Não vai. Me dê uma oportunidade. Vamos mudar o Brasil. Está na hora. Chega de ódio. Chega de incompetência, sabe? Chega de projeto, de falta de projeto. Absoluta falta de projeto.;NA
MEDIADORES;não;NA;"A senadora Simone Tebet fez o pedido de direito de resposta, a comissão avaliou e o dia de resposta não foi concedido. Por favor. Eu peço por gentileza que os assessores que estão aqui não participem porque foi o combinado com todos os partidos. A próxima jornalista a perguntar é a representante da Folha de São Paulo, Patrícia Campos Mello. 
Boa noite, Patrícia. A quem você dirige a sua pergunta e quem comenta por favor.";NA
MEDIADORES;não;NA;Boa noite a todos. Minha pergunta é para o ex-presidente da república candidato Luiz Inácio Lula da Silva com comentário do candidato Ciro Gomes. Candidato, o senhor tem falado sobre a necessidade da união da esquerda, mas o senhor e o candidato Ciro Gomes vivem em um clima de hostilidade. Recentemente, o candidato Ciro Gomes afirmou, abro aspas, que o senhor considera o povo um bando de imbecis e também afirmou que já viu o senhor se corrompendo. Em resposta, o senhor afirmou que não leva o Ciro a sério. Como o senhor espera atrair o apoio do candidato Ciro Gomes para um segundo turno caso o senhor vá para o segundo turno e ele não e para o candidato Ciro Gomes o senhor pretende apoiar o candidato Lula se ele for pra segundo turno e você não? o senhor não?;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Olha primeiro ao responder essa pergunta eu queria começar falando das vacinas. As pessoas se esquecem que foi exatamente em 2010 e 2009 quando chegou a H1N1. Nós nós vacinamos em três meses 83 milhões de pessoas nesse país. Então se as pessoas não são vacinadas é irresponsabilidade de quem comanda porque na verdade nós temos condições e o Brasil é lembrado no mundo inteiro com um país de muita competência em vacinação. A segunda coisa é o seguinte, eu falo sempre do Ciro Gomes uma coisa, eu tenho um profundo respeito pelo Ciro Gomes, sou grato ao Ciro Gomes que teve no governo comigo e de 2003 a 2006, mas o Ciro nesse instante ele resolveu não estar conosco e sair com candidatura própria e é um direito dele, não sou eu que vou impedir. Eu estou construindo uma aliança política com dez partidos políticos, todos os partidos de esquerda e progressista. E nós vamos ver se ganha as eleições, tentar ver, sabe, se ainda conseguimos atrair o PDT pra participar conosco do governo. Eu sempre digo o seguinte o tem três pessoas no Brasil que eu trato com com deferência: Mário Covas, Requião e Ciro Gomes. De vez em quando eles podem até falar mal de mim que eu não levo em conta porque eu sei que eles tem o coração mais mole do que a língua. Ele tem o coração muito mais mole. São muito mais compreensivo aos problemas sociais. Então é o seguinte ahmm... eu, eu espero que o Ciro nessas eleições não vá pra Paris. Eu espero que você fique aqui no Brasil que a gente sente pra conversar e possa construir a verdadeira aliança política que ele sabe que vai ser construída.;NA
CIRO GOMES;não;NA;O Lula, esse encantador de serpente, assim vai na emoção das pessoas, cativa. Nós temos uma relação bastante antiga e ele quer sempre trazer a coisa pro lado pessoal. Não é pessoal. Eu atribuo ao Lula a contradição econômica do Lula, a contradição moral do Lula e do PT o Bolsonaro. Eu não acho que o Bolsonaro desceu de Marte com essas contradições todas. O Bolsonaro foi uma, um protesto absolutamente reconhecido respeitosamente por mim quanto a devastadora crise econômica que o Lula e o PT produziam e que ele apaga. Ele ele faz números assim, esquece. Se você tomar, e eu vou fazer isso durante esse debate, a média de crescimento econômico do período do PT é medíocre. É igualzinha a do Fernando Henrique Cardoso. O desemprego que está aí de 10 o Bolsonaro recebeu com 12. Recebeu do PT. E aí razão da minha da minha distanciamento é que infelizmente o Lula se deixou corromper mesmo. Está com Geddel Vieira Lima, está com Renan Calheiros, está com Eunício Oliveira. Pesquise quem são essas pessoas.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Olhe, mesmo assim Ciro, nós ainda vamos conversar. E você vai pedir desculpa porque você sabe que você está dizendo inverdades a meu respeito. Você sabe que está dizendo inverdade. Agora o que é importante a gente levar em conta é que quando o Ciro joga a responsabilidade da eleição do cidadão, sabe? Na minhas costas, eu queria dizer que eu não fui pra Paris. Eu não saí do Brasil pra não votar no Haddad. Eu não saí no Brasil pra não votar. E se e se... E fui preso pra não ganhar as eleições, porque sabiam que se eu tivesse liberdade eu ganhava as eleições. E você sabe que eu fui absolvido em todos os 26 processos.;NA
MEDIADORES;não;NA;Candidato.;NA
LUIZ INÁCIO LULA DA SILVA;não;NA;Absolvido em todos os processos. Fui absolvido na ONU. Fui absolvido na primeira, na segunda instância e duas vezes na Suprema Corte. Agora é o seguinte, eu sou o único inocente que paga o preço de ser inocente. Ou seja, eu sou culpado porque sou inocente. Eu continuo dizendo pra vocês o seguinte, nós vamos trabalhar para voltar a governar esse país, pra fazer a economia crescer, pra investir na educação. As pessoas se esquece que quem criou o piso escolar fui eu. E muitos governadores não queriam, sequer, pagar o piso escolar. As pessoas se esquecem que nós espalhamos universidade por esse país afora. E vou dizer uma coisa pra você, o PROUNI foi a maior revolução educacional que a gente fez nesse país. Milhões de meninos da periferia, meninos negros e negras que estudavam em escola pública, tiveram a oportunidade de primeira vez fazer universidade que era privilégio de rico, era privilégio da classe média alta. Aliás, Ciro, você sabe perfeitamente bem que esse país é tão contra a educação que o Peru teve a sua primeira universidade em 1554 e a nossa primeira foi 1920. Ou seja, a elite brasileira nunca se preocupa em educar. Precisou um metalúrgico sem diploma cuidar disso.;NA
MEDIADORES;não;NA;Quem escolhe os candidatos pra responder e comentar e faz a pergunta agora pelo UOL é a jornalista Thaís Oyama.;NA
MEDIADORES;não;NA;A minha pergunta é pra candidata Simone Tebet com o comentário da candidata Soraya Thronicke. Candidata, a senhora tem enfatizado na sua campanha o fato de ser mulher. Seu slogan é mulher vota em mulher. E a senhora também já disse que gostaria de ser vista como uma feminista. Já a candidata Soraya Thronicke, ela afirma ter restrições ao que considera-se por vezes um comportamento vitimista da parte de algumas mulheres. Ela já disse por exemplo que diante de uma acusação de estupro não é porque acusadora é mulher que tem razão. Então a minha pergunta é, em que medida a senhora concorda ou discorda da candidata Soraya Thronicke nessa crítica em relação ao suposto vitimismo feminino?;NA
SIMONE TEBET;não;NA;Bom, eh eu gostaria de agradecer a pergunta Thaís. Nós já tratamos desse assunto mais de uma vez, é um tema que eu acho que envolve a todos nós. Ser feminista é defender o direito das mulheres. E não tem lado. Não é esquerda ou a direita que vai ter dizer e vai capitanear essa pauta. Ser feminista é defender o direito das mulheres. E eu quero fazer aqui um elogio inclusive a candidata Soraya, porque nesse sentido ela concorda comigo. Sabe o que é ser feminista no Brasil hoje? É olhar pra essas mulheres que estão nas barracas de lona em praças públicas alimentando no seio uma criança, ela mesmo com fome, porque eu teve que dar o pouco do resto de comida que tinha pro seu filho mais velho. Sabe o que é ser feminista? É defender como eu e Soraya defendemos a igualdade salarial entre homens e mulheres. Aprovamos  no Senado e se eu for eleita presidente da república eu tiro da gaveta da Câmara dos Deputados, porque está lá parado. Não é possível. Num Brasil majoritariamente feminino, que somos maioria do colégio eleitoral.;NA
SIMONE TEBET;sim;verdadeiro;Na mesma função, com a mesma atividade, com a mesma profissão, com a mesma competência, ganharmos até 20% menos.;Um levantamento da consultoria IDados mostra que as mulheres ganharam, em média, 20,5% menos do que os homens no quarto trimestre de 2021, mesmo com perfil equivalente de escolaridade, cor e idade e atuando na mesma ocupação. O estudo é baseado na Pnad Contínua (Pesquisa Nacional por Amostra de Domicílios) do IBGE (Instituto Brasileiro de Geografia e Estatística) e foi divulgado em março deste ano.
SIMONE TEBET;não;NA;Se formos negras, então, chegamos a receber 50% menos. Temos as nossas diferenças, eu não concordo sendo bem objetiva com esta colocação da senadora Soraya. Mas tenho que dizer que a bancada feminina no Senado Federal é atuante. Nós precisamos de uma mulher pra arrumar a casa. Nós precisamos uma mulher pra pacificar o país, pra unir o país, pra dar credibilidade, pra fazer com que esse ódio que hoje divide e que começou lá atrás no governo do PT do nós contra eles definitivamente chega ao fim. Porque hoje está dividindo as famílias. Ninguém fala de política na mesa do domingo, porque não quer mais criar confusão, sendo que a política é a essência da vivência da democracia. Então nesses, nesse sentido, eu quero ampliar esse debate. Ser feminista é respeitar as mulheres que pensam diferente. Soraya pensa diferente de mim em alguns pontos, mas defende os direitos das mulheres como eu.;NA
MEDIADORES;não;NA;Candidata, a senhora.;NA
SORAYA THRONICKE;não;NA;Boa noite. Primeiro lugar, eu gostaria que você até mesmo repetisse porque eu estou surpresa. Eu acredito que eu não tenha entendido a afirmativa que colocaram na minha boca, mas vamos lá, vamos ouvir novamente.;NA
MEDIADORES;não;NA;A senhora disse em entrevista ao programa Pânico da Jovem Pan que não é porque a acusadora é mulher que tem razão. Evidentemente que a senhora estava generalizando. Não é?;NA
SORAYA THRONICKE;não;NA;Ah ta. Assustou. Assustei porque você está falando que pra mim que era um, de um caso de estupro e que mulher não tinha razão. Pelo amor de Deus, jamais.;NA
MEDIADORES;não;NA;Foi no caso do Neymar.;NA
SORAYA THRONICKE;não;NA;Obrigado. Ah tá. Porque eu acho... Eu gostaria que devolvessem o meu tempo porque eu quis entender que caso que é. Tá? Eh aí sim. Eu como advogada eu entendo que a gente tem que analisar o fato por fato. E que sim, porque que uma mulher não pode mentir? Mas eu quero dizer pra vocês o seguinte: eu sou pela paridade, Thaís. Paridade. Tanto foi que eu escolhi pra ser meu vice um homem. O que eu quero é nada mais do não quero mais do que nós mulheres merecemos. Mas queremos o nosso lugar. No nosso espaço de poder. Que nós merecemos e que nós temos a capacidade. E aí eu quero me solidarizar com a Vera eu acho que meu tempo vai acabar.;NA
MEDIADORES;não;NA;O seu tempo foi paralisado no tempo em que a jornalista fez o comentário. Então a senhora tinha um minuto pra fazer o comentário e já usou. Obrigado. Candidata Tebet.;NA
SIMONE TEBET;não;NA;Eu fui a primeira mulher presidente da comissão de combate à violência contra a mulher no Senado.;NA
SIMONE TEBET;não;NA;Ali eu vi coisas inimagináveis. Já tinha visto ali no caso o concreto como prefeita. Mas ali eu tive uma constatação muito triste que esse registro eu preciso deixar ao Brasil pra entender o que significa a violência contra a mulher. Uma em cada três mulheres no Brasil sofreu, sofre ou sofrerá algum tipo de violência dentro ou fora de casa. A maior parte acontece dentro de casas por armas de fogo ou por um companheiro que jurou proteger. Mas o que é mais grave que todos precisam saber é que a maior violência não acontece com a mulher dentro de casa. Ela acontece com a criança de zero a 14 anos.;NA
SIMONE TEBET;não;NA;60% da violência acontece. Eu estou falando de pedofilia. Eu estou falando de estupro. Eu estou falando de abuso sexual. É disso que nós estamos falando.;NA
SIMONE TEBET;não;NA;E contra isso é tolerância zero. Nós temos que colocar na cadeia quem agride a mulher brasileira, quem agride é uma criança, quem agride um adolescente. Nós temos que dar exemplo. Exemplo que lamentavelmente o presidente não dá quando desrespeita as mulheres. Quando fala das jornalistas, quando agride, ataca e conta mentiras. Como acabou de fazer.;NA
SIMONE TEBET;não;NA;Eu quero dizer que eu não tenho medo. Eu quero dizer que fake news e robôs do seu governo não me amedrontam. Eu fiz aquele posicionamento que foi cortado, editado pra virar fake news porque estava justificando uma decisão do seu presidente do Congresso Nacional, Rodrigo Pacheco. Foi a decisão dele que impediu a investigação de governadores. Eu fui fazer uma justificativa da decisão dele. Então eu quero dizer pra, para o presidente da república, nem é pro candidato, que fabrica fake news e que fala em inverdades. Eu não tenho medo de você e nem dos seus ministros. Recebi violência política no na CPI. Fui chamada descontrolada. Um outro de dentro me ameaçando porque queria me impedir de falar e de participar da CPI da vida. E pior que isso um ministro seu tentou me intimidar entrando no Supremo Tribunal Federal porque eu denunciei o esquema de corrupção da vacina que vossa excelência não quis comprar.;NA
MEDIADORES;não;NA;Obrigada. A próxima pergunta é da Folha de São Paulo com a jornalista Mônica Bergamo.;NA
JORNALISTA;não;NA;Boa noite. A minha pergunta vai pra senadora Soraya com comentário de Luiz Felipe d'Avila. Senadora, eu gostaria de fazer uma pergunta sobre religião. A separação entre igreja e estado ela foi consagrada no Brasil na Constituição de 1891, faz mais de um século. Eh, o Estado laico que é o Estado que não tem religião não tem uma única religião, ele garante a liberdade pra todas as religiões. Só o estado laico garante a liberdade pra todas as religiões. Eh, evangélicos brasileiros, obandistas brasileiros, muçulmanos brasileiros, católicos, judeus, kardecistas e os ateus todos tem direito a sua fé e a sua convicção. O código penal ele diz que é crime, né? Quando você escarnece de alguma religião quando você escarnece de alguém por motivos religiosos, né? Dizer que é coisa de demônio etc. Eu queria saber como a senhora se eleita presidente vai lidar com essa questão? Vai garantir esse preceito fundamental da nossa Constituição?;NA
SORAYA THRONICKE;não;NA;Lógico, Mônica, lógico. É óbvio, todos os tem direito a adorar o Deus que bem entenderem. Eu sou cristã e vim aqui trabalhar pra paz. Estou trabalhando nessa campanha pra disseminar a paz e a união entre as pessoas. Pedir pras pessoas acabarem com essa polarização e de disseminar o ódio entre os brasileiros. Um povo amável, um povo afável, que infelizmente estão nos separando. E mais Mônica, eu quero aqui aproveitar, eu sou muito tranquila, vim na paz, bandeira branca, só que quando eu vejo o que aconteceu agora com a, com a Vera. Com a Vera. Eu realmente fico extremamente chateada. Quando homens são tchutchuca com outros homens mas vem pra cima da gente sendo tigrão eu fico extremamente incomodada. Aí eu fico brava sim. E digo mais pra você lá no meu estado tem mulher que vira onça e eu sou uma delas.;NA
SORAYA THRONICKE;não;NA;Eu não aceito esse tipo de comportamento e de xingamento e acima de tudo, disseminar ódio entre os brasileiros e nos dividir. Nós dizíamos sempre lá atrás que o PT nos separava, separava pra conseguir manipular e manobrar todo mundo. Este governo está fazendo a mesma coisa. A mesma coisa. Age da mesma forma. Se você é de direita ou de esquerda, de centro, não me importa. Eu tenho que te respeitar. Acima de qualquer coisa, então liberdade religiosa pra todos nós e temos sim que não permitir que as pessoas fiquem utilizando na política o nome de Deus em vão. É vergonhoso. Já tem aí evangélicos, já tem muitos católicos chateadíssimos e tem candidato perdendo eleitor por causa dessa falta de respeito com a religião.;NA
